"player","salary","season"
"Tierre Brown",1158104,2005
"Jamison Brewer",1158104,2005
"Michael Bradley",1158104,2005
"Aleksandar Radojevic",1158104,2005
"Jamal Sampson",1117895,2005
"Tamar Slay",1117895,2005
"Jannero Pargo",1117895,2005
"Smush Parker",1117895,2005
"Dan Gadzuric",1117895,2005
"Eddie Griffin",1117895,2005
"Junior Harrington",1117895,2005
"Ronald Murray",1117895,2005
"Richie Frahm",1117895,2005
"Matt Barnes",1117895,2005
"Maurice Evans",1117895,2005
"Devin Brown",1117895,2005
"Jason Kapono",997267,2005
"Keith Bogans",997267,2005
"Theron Smith",997267,2005
"Tommy Smith",997267,2005
"Francisco Elson",997267,2005
"Ronald Dupree",997267,2005
"James Jones",997267,2005
"Quinton Ross",997267,2005
"Luke Walton",997267,2005
"Jerome Beasley",997267,2005
"Udonis Haslem",997267,2005
"Zaza Pachulia",997267,2005
"Alex Garcia",997267,2005
"Brandon Hunter",997267,2005
"Josh Davis",997267,2005
"Kyle Korver",997267,2005
"Willie Green",997267,2005
"Linton Johnson",997267,2005
"Steve Blake",997267,2005
"Peter John Ramos",965025,2005
"Lonny Baxter",872503,2005
"Efthimios Rentzias",831313,2005
"Kaniel Dickens",778354,2005
"Lionel Chalmers",723769,2005
"Donta Smith",683559,2005
"Royal Ivey",683559,2005
"Justin Reed",619670,2005
"Bernard Robinson",619670,2005
"Chris Duhon",619670,2005
"Jared Reiner",619670,2005
"Arthur Johnson",619670,2005
"Horace Jenkins",619670,2005
"Luis Flores",619670,2005
"Andre Barrett",619670,2005
"John Edwards",619670,2005
"Andre Emmett",619670,2005
"Antonio Burks",619670,2005
"Trevor Ariza",619670,2005
"Damien Wilkins",619670,2005
"Mario Kasun",619670,2005
"Jackson Vroman",619670,2005
"Erik Daniels",619670,2005
"Romain Sato",619670,2005
"Matt Bonner",619670,2005
"Pape Sow",619670,2005
"Matt Freije",612113,2005
"Corsley Edwards",513873,2005
"Tony Bobbitt",491202,2005
"Roger Mason",327188,2005
"Jelani McCoy",269271,2005
"Anthony Goldwire",187718,2005
"Yuta Tabuse",173810,2005
"Awvee Storey",136025,2005
"Tremaine Fowlkes",127108,2005
"Courtney Alexander",127108,2005
"Geno Carlisle",105797,2005
"Britton Johnsen",72970,2005
"Anthony Miller",54874,2005
"Shaquille O'Neal",31373676,2006
"Allan Houston",30001077,2006
"Chris Webber",30001077,2006
"Michael Finley",29197127,2006
"Kevin Garnett",28236308,2006
"Stephon Marbury",25809750,2006
"Allen Iverson",25809750,2006
"Jason Kidd",25789161,2006
"Jermaine O'Neal",25789161,2006
"Brian Grant",25108697,2006
"Kobe Bryant",25015604,2006
"Tim Duncan",24856039,2006
"Anfernee Hardaway",24706769,2006
"Keith Van Horn",24619315,2006
"Tracy McGrady",24619315,2006
"Grant Hill",24619315,2006
"Jalen Rose",24619315,2006
"Eddie Jones",22865527,2006
"Tim Thomas",21922356,2006
"Antonio Davis",21843921,2006
"Paul Pierce",21715534,2006
"Vince Carter",21715534,2006
"Dirk Nowitzki",21715534,2006
"Antawn Jamison",21715534,2006
"Baron Davis",21490968,2006
"Steve Francis",21490968,2006
"Shawn Marion",21490968,2006
"Ray Allen",20742925,2006
"Elton Brand",20631329,2006
"Joe Johnson",18824205,2006
"Michael Redd",18824205,2006
"Theo Ratliff",18301310,2006
"Carlos Boozer",18187031,2006
"Mike Bibby",18039863,2006
"Lamar Odom",17985482,2006
"Pau Gasol",17244541,2006
"Andrei Kirilenko",17228854,2006
"Rasheed Wallace",17035906,2006
"Derek Anderson",16883742,2006
"Zach Randolph",16732627,2006
"Kenyon Martin",16685091,2006
"Raef LaFrentz",16664579,2006
"Larry Hughes",16227877,2006
"Gilbert Arenas",16068341,2006
"Richard Jefferson",16000574,2006
"Jamal Mashburn",15804489,2006
"Wally Szczerbiak",15686838,2006
"Doug Christie",15333883,2006
"Steve Nash",15098581,2006
"Vin Baker",14405745,2006
"Marcus Camby",14353456,2006
"Maurice Taylor",14275022,2006
"Tyson Chandler",14118154,2006
"Shandon Anderson",14016189,2006
"Jason Richardson",13943854,2006
"Brad Miller",13725983,2006
"Zydrunas Ilgauskas",13710296,2006
"Erick Dampier",13588723,2006
"Kelvin Cato",13553428,2006
"Richard Hamilton",13529897,2006
"Rashard Lewis",13445861,2006
"Jamaal Magloire",13386101,2006
"Aaron McKie",13333811,2006
"Samuel Dalembert",13286751,2006
"Tony Parker",13176943,2006
"Jerry Stackhouse",13125470,2006
"Mehmet Okur",12941641,2006
"Andre Miller",12706338,2006
"Bobby Simmons",12549470,2006
"PJ Brown",12549470,2006
"Bonzi Wells",12549470,2006
"Austin Croshere",12392602,2006
"Lorenzen Wright",12078865,2006
"Jason Williams",11863171,2006
"Ben Wallace",11765128,2006
"Kwame Brown",11765128,2006
"Predrag Stojakovic",11765128,2006
"Manu Ginobili",11653653,2006
"Eddy Curry",11592573,2006
"Troy Murphy",11553480,2006
"Desmond Mason",11503680,2006
"Adonal Foyle",11471000,2006
"Calvin Booth",11380954,2006
"Darius Miles",11372957,2006
"Cuttino Mobley",11294523,2006
"Jonathan Bender",11255306,2006
"Corey Maggette",10980786,2006
"Al Harrington",10914117,2006
"Quentin Richardson",10886665,2006
"Antoine Walker",10792544,2006
"Sam Cassell",10784701,2006
"Metta World Peace",10733099,2006
"Mike Miller",10588615,2006
"Radoslav Nesterovic",10541555,2006
"Jason Terry",10457892,2006
"Jerome Williams",10384785,2006
"Kurt Thomas",10384784,2006
"Kenny Thomas",10196444,2006
"Jamal Crawford",10165071,2006
"Lamond Murray",10021535,2006
"Clarence Weatherspoon",9966161,2006
"Joe Smith",9966161,2006
"Todd MacCulloch",9966161,2006
"Ruben Patterson",9966161,2006
"Alvin Williams",9882707,2006
"Scot Pollard",9843392,2006
"Danny Fortson",9737871,2006
"Malik Rose",9425828,2006
"Reggie Miller",9412102,2006
"Corliss Williamson",9412102,2006
"Howard Eisley",9297563,2006
"Ricky Davis",9270607,2006
"Chauncey Billups",9270607,2006
"Juwan Howard",9255861,2006
"James Posey",9255861,2006
"Michael Olowokandi",9255861,2006
"Stephen Jackson",8800316,2006
"Yao Ming",8776638,2006
"Mark Blount",8652663,2006
"Jason Collins",8627760,2006
"Nazr Mohammed",8627760,2006
"Eric Snow",8603250,2006
"Eddie Robinson",8540611,2006
"Jamaal Tinsley",8470892,2006
"Marquis Daniels",8460382,2006
"Antonio McDyess",8460382,2006
"Derek Fisher",8460382,2006
"Brian Cardinal",8460382,2006
"Hidayet Turkoglu",8460382,2006
"Etan Thomas",8460382,2006
"Troy Hudson",8240296,2006
"Tony Battie",8157155,2006
"Alonzo Mourning",8060681,2006
"David Wesley",7953226,2006
"Matt Harpring",7874792,2006
"Devean George",7844360,2006
"Gerald Wallace",7843419,2006
"Earl Watson",7843419,2006
"Stromile Swift",7843419,2006
"Jeff Foster",7843419,2006
"Udonis Haslem",7843419,2006
"Marko Jaric",7843419,2006
"Jerome James",7843419,2006
"Shareef Abdur-Rahim",7843419,2006
"Antonio Daniels",7843419,2006
"Brian Skinner",7764984,2006
"Shane Battier",7691256,2006
"Donyell Marshall",7528282,2006
"Dan Gadzuric",7451248,2006
"Brent Barry",7359307,2006
"LeBron James",7250142,2006
"Brevin Knight",7215945,2006
"Marc Jackson",7137511,2006
"Morris Peterson",7137511,2006
"Mike Dunleavy",7068898,2006
"Shawn Bradley",7059077,2006
"Chucky Atkins",7059077,2006
"Dwight Howard",7048347,2006
"Greg Ostertag",6902208,2006
"Trenton Hassell",6823774,2006
"Andrew Bogut",6808903,2006
"Raja Bell",6666906,2006
"Moochie Norris",6588471,2006
"Eduardo Najera",6573531,2006
"Darko Milicic",6486821,2006
"Drew Gooden",6377971,2006
"Emeka Okafor",6306297,2006
"Zaza Pachulia",6274735,2006
"Carlos Arroyo",6274735,2006
"Sarunas Jasikevicius",6274735,2006
"Gordan Giricek",6274735,2006
"Brendan Haywood",6274735,2006
"Eric Williams",6177476,2006
"Marvin Williams",6092077,2006
"Rafer Alston",6039432,2006
"Chris Mihm",5949730,2006
"Damon Stoudamire",5882564,2006
"Carmelo Anthony",5825526,2006
"Evan Eschmeyer",5822013,2006
"Tariq Abdul-Wahad",5735500,2006
"Kyle Korver",5694891,2006
"Ben Gordon",5663262,2006
"Speedy Claxton",5647261,2006
"Greg Buckner",5640869,2006
"Damon Jones",5631574,2006
"Voshon Lenard",5521766,2006
"Bob Sura",5521766,2006
"Tyronn Lue",5490393,2006
"Othella Harrington",5490393,2006
"Dale Davis",5490393,2006
"Chris Andersen",5490393,2006
"Deron Williams",5470627,2006
"Mike James",5349211,2006
"Jeff McInnis",5333524,2006
"Tony Delk",5294307,2006
"Bobby Jackson",5294307,2006
"Bruce Bowen",5294307,2006
"Aaron Williams",5294307,2006
"Chris Bosh",5251953,2006
"Vitaly Potapenko",5208030,2006
"Shaun Livingston",5105877,2006
"Pat Garrity",5068809,2006
"George Lynch",5019788,2006
"Vladimir Radmanovic",4966696,2006
"Chris Paul",4932318,2006
"Keyon Dooling",4862919,2006
"Nenê",4768624,2006
"Dwyane Wade",4756123,2006
"Kareem Rush",4706051,2006
"Eric Piatkowski",4706051,2006
"Zeljko Rebraca",4706051,2006
"Stanislav Medvedenko",4706051,2006
"Robert Horry",4706051,2006
"Ira Newble",4627930,2006
"Kevin Ollie",4627930,2006
"Devin Harris",4623601,2006
"Iakovos Tsakalidis",4549183,2006
"Raymond Felton",4466607,2006
"Chris Wilcox",4411513,2006
"Chris Duhon",4392314,2006
"Steven Hunter",4392314,2006
"Andres Nocioni",4353097,2006
"Chris Kaman",4319778,2006
"Primoz Brezec",4313880,2006
"Earl Boykins",4313880,2006
"DeShawn Stevenson",4313880,2006
"Josh Childress",4199680,2006
"Michael Doleac",4141325,2006
"Jim Jackson",4141325,2006
"Amare Stoudemire",4061358,2006
"Brian Scalabrine",4056941,2006
"Martell Webster",4056804,2006
"Kirk Hinrich",3943482,2006
"Clifford Robinson",3921709,2006
"Eddie Griffin",3921709,2006
"Arvydas Macijauskas",3921709,2006
"Bostjan Nachbar",3921709,2006
"Damien Wilkins",3921709,2006
"Juan Dixon",3921709,2006
"Devin Brown",3921709,2006
"Caron Butler",3861498,2006
"Luol Deng",3833737,2006
"Jared Jeffries",3817900,2006
"Anthony Johnson",3796214,2006
"Melvin Ely",3766452,2006
"James Jones",3764841,2006
"Charlie Villanueva",3703474,2006
"Fred Jones",3653218,2006
"Fabricio Oberto",3647189,2006
"TJ Ford",3612741,2006
"Dan Dickau",3529538,2006
"Rafael Araujo",3512220,2006
"Darius Songaila",3451104,2006
"Jose Calderon",3435417,2006
"Jiri Welsch",3415203,2006
"Channing Frye",3392874,2006
"Mike Sweetney",3320778,2006
"Andre Iguodala",3228351,2006
"Jarvis Hayes",3154748,2006
"Derrick Coleman",3137367,2006
"Dikembe Mutombo",3137367,2006
"Vlade Divac",3137367,2006
"Toni Kukoc",3137367,2006
"Mark Madsen",3137367,2006
"Matt Bonner",3137367,2006
"Ike Diogu",3118794,2006
"Curtis Borchardt",3090296,2006
"Luke Jackson",3067027,2006
"Jake Voskuhl",3039324,2006
"Mickael Pietrus",2997001,2006
"Andrew Bynum",2962741,2006
"Jumaine Jones",2941282,2006
"Charlie Ward",2933438,2006
"Andris Biedrins",2913610,2006
"DeSagana Diop",2902065,2006
"Nick Collison",2847161,2006
"Jon Barry",2823630,2006
"Robert Swift",2767911,2006
"Tayshaun Prince",2765769,2006
"Ron Mercer",2760883,2006
"Lindsey Hunter",2760883,2006
"Calbert Cheaney",2760883,2006
"Wesley Person",2760883,2006
"Maurice Williams",2760883,2006
"Fred Hoiberg",2760883,2006
"Ibo Kutluay",2760883,2006
"Raul Lopez",2736275,2006
"Marcus Banks",2704850,2006
"Yaroslav Korolev",2673790,2006
"Jarron Collins",2666762,2006
"Sebastian Telfair",2629553,2006
"Scott Padgett",2619701,2006
"Malik Allen",2619701,2006
"Michael Ruffin",2619701,2006
"John Salmons",2618134,2006
"Jason Collier",2588328,2006
"Luke Ridnour",2569504,2006
"Sean May",2540138,2006
"Kris Humphries",2497972,2006
"Joel Przybilla",2447146,2006
"Reece Gaines",2441122,2006
"Jason Hart",2415773,2006
"Rashad McCants",2413263,2006
"Al Jefferson",2373167,2006
"Maurice Evans",2353025,2006
"Troy Bell",2318953,2006
"Antoine Wright",2292411,2006
"Kirk Snyder",2254575,2006
"Zarko Cabarkapa",2202996,2006
"Milt Palacio",2196157,2006
"Joey Graham",2177960,2006
"Josh Smith",2141818,2006
"Jermaine Jackson",2125671,2006
"David West",2092875,2006
"Danny Granger",2068968,2006
"Rasual Butler",2039288,2006
"JR Smith",2034708,2006
"Aleksandar Pavlovic",1998754,2006
"Gerald Green",1965623,2006
"Luke Walton",1960854,2006
"Keith McLeod",1960854,2006
"Dorell Wright",1943034,2006
"Dahntay Jones",1918751,2006
"Hakim Warrick",1876961,2006
"Jameer Nelson",1865478,2006
"Boris Diaw",1841948,2006
"Julius Hodge",1802041,2006
"Pavel Podkolzin",1790746,2006
"Alan Henderson",1785946,2006
"Darrell Armstrong",1785946,2006
"Bryon Russell",1785946,2006
"Gary Payton",1785946,2006
"Ervin Johnson",1785946,2006
"Bo Outlaw",1785946,2006
"Stacey Augmon",1785946,2006
"Nick Van Exel",1785946,2006
"Zoran Planinic",1768345,2006
"Nate Robinson",1729756,2006
"Matt Carroll",1725552,2006
"Jason Kapono",1725552,2006
"Reggie Evans",1725552,2006
"Viktor Khryapa",1719214,2006
"Jacque Vaughn",1717002,2006
"Travis Outlaw",1697566,2006
"Jarrett Jack",1660671,2006
"Brian Cook",1629799,2006
"Walter McCarty",1623587,2006
"Rick Brunson",1615545,2006
"Mikki Moore",1600057,2006
"Sergey Monya",1594410,2006
"Francisco Garcia",1594410,2006
"Delonte West",1584433,2006
"Nenad Krstic",1584433,2006
"John Edwards",1568683,2006
"Steve Blake",1568683,2006
"Luther Head",1530407,2006
"Tony Allen",1521146,2006
"Carlos Delfino",1521146,2006
"Ndudi Ebi",1512713,2006
"Darrick Martin",1484988,2006
"Kevin Martin",1470546,2006
"Johan Petro",1469229,2006
"Kendrick Perkins",1469041,2006
"Leandro Barbosa",1459817,2006
"Josh Howard",1449275,2006
"Sasha Vujacic",1428192,2006
"Jason Maxiell",1420662,2006
"Beno Udrih",1419345,2006
"Ryan Bowen",1412596,2006
"Anthony Carter",1412596,2006
"Maciej Lampe",1411815,2006
"David Harrison",1408991,2006
"Jannero Pargo",1404361,2006
"Ronald Murray",1404361,2006
"Didier Ilunga-Mbenga",1380441,2006
"Linas Kleiza",1379437,2006
"Keith Bogans",1363771,2006
"Wayne Simien",1361178,2006
"Anderson Varejao",1359735,2006
"David Lee",1351201,2006
"DerMarr Johnson",1311121,2006
"Terence Morris",1311121,2006
"Lee Nailon",1311121,2006
"Eddie House",1311121,2006
"Sean Marks",1311121,2006
"Eddie Gill",1285616,2006
"Michael Bradley",1285614,2006
"Loren Woods",1223573,2006
"Charles Smith",1209648,2006
"Adrian Griffin",1205875,2006
"Pat Burke",1176512,2006
"Mike Wilks",1169058,2006
"Lonny Baxter",1169058,2006
"Laron Profit",1169058,2006
"Smush Parker",1169058,2006
"Nikoloz Tskitishvili",1169058,2006
"Linton Johnson",1128468,2006
"Francisco Elson",1128468,2006
"Richie Frahm",1128468,2006
"Ronald Dupree",1128468,2006
"Jamal Sampson",1128468,2006
"Quinton Ross",1098078,2006
"Matt Barnes",1072762,2006
"Jackson Vroman",1069922,2006
"Trevor Ariza",1069922,2006
"Romain Sato",1069922,2006
"Lionel Chalmers",1069920,2006
"Mario Kasun",1069920,2006
"Salim Stoudamire",1058861,2006
"Peter John Ramos",1035331,2006
"Donta Smith",1006699,2006
"Royal Ivey",1006699,2006
"Justin Reed",1006699,2006
"Bernard Robinson",1006699,2006
"Antonio Burks",1006699,2006
"Andre Emmett",1006699,2006
"Charlie Bell",1006699,2006
"Ha Seung-Jin",1006699,2006
"Pape Sow",1006699,2006
"Awvee Storey",1006699,2006
"James Singleton",980427,2006
"Qyntel Woods",940949,2006
"Daniel Ewing",705907,2006
"Louis Williams",705907,2006
"Monta Ellis",703965,2006
"Ryan Gomes",672592,2006
"Chris Taft",664748,2006
"Esteban Batista",625531,2006
"Orien Greene",625531,2006
"Alan Anderson",625531,2006
"Kevin Burleson",625531,2006
"Eddie Basden",625531,2006
"Martynas Andriuskevicius",625531,2006
"Josh Powell",625531,2006
"Rawle Marshall",625531,2006
"Alex Acker",625531,2006
"Amir Johnson",625531,2006
"Boniface N'Dong",625531,2006
"Von Wafer",625531,2006
"Devin Green",625531,2006
"Anthony Roberson",625531,2006
"Lawrence Roberts",625531,2006
"Earl Barron",625531,2006
"Ersan Ilyasova",625531,2006
"Bracey Wright",625531,2006
"Dwayne Jones",625531,2006
"Brandon Bass",625531,2006
"Jackie Butler",625531,2006
"Travis Diener",625531,2006
"Shavlik Randolph",625531,2006
"Dijon Thompson",625531,2006
"Ronnie Price",625531,2006
"CJ Miles",625531,2006
"Robert Whaley",625531,2006
"Andre Owens",625531,2006
"Andray Blatche",625531,2006
"Donell Taylor",625531,2006
"Samaki Walker",571350,2006
"Gerald Fitch",564503,2006
"Zendon Hamilton",516313,2006
"Mateen Cleaves",479678,2006
"John Thomas",442553,2006
"Jared Reiner",380581,2006
"Josh Davis",302759,2006
"Dion Glover",255828,2006
"Aaron Miles",244109,2006
"Sean Banks",236480,2006
"James Thomas",233260,2006
"Sharrod Ford",183082,2006
"Deng Gai",144940,2006
"Anthony Goldwire",117105,2006
"Randy Holcomb",81623,2006
"Stephen Graham",76285,2006
"Matt Walsh",61028,2006
"Ben Handlogten",55046,2006
"John Lucas",53399,2006
"Kaniel Dickens",49107,2006
"Alex Scales",38142,2006
"Melvin Sanders",38142,2006
"Kevin Garnett",31578555,2007
"Shaquille O'Neal",30074815,2007
"Michael Finley",28617688,2007
"Chris Webber",27459845,2007
"Jason Kidd",27193647,2007
"Jermaine O'Neal",27193647,2007
"Kobe Bryant",26644406,2007
"Tim Duncan",26209708,2007
"Allen Iverson",25840845,2007
"Stephon Marbury",25840845,2007
"Tracy McGrady",25415474,2007
"Grant Hill",25415474,2007
"Brian Grant",25243220,2007
"Jalen Rose",24272630,2007
"Ben Wallace",24059852,2007
"Eddie Jones",23150797,2007
"Paul Pierce",22708929,2007
"Vince Carter",22708929,2007
"Dirk Nowitzki",22708929,2007
"Antawn Jamison",22708929,2007
"Baron Davis",22661373,2007
"Steve Francis",22661373,2007
"Shawn Marion",22661373,2007
"Ray Allen",21972013,2007
"Elton Brand",21425298,2007
"Larry Hughes",20094505,2007
"Michael Redd",19939602,2007
"Joe Johnson",19163956,2007
"Mike Bibby",18796759,2007
"Yao Ming",18729091,2007
"Amare Stoudemire",18729091,2007
"Pau Gasol",18592250,2007
"Andrei Kirilenko",18592250,2007
"Lamar Odom",18569087,2007
"Kenyon Martin",18147417,2007
"Zach Randolph",18044889,2007
"Wally Szczerbiak",17706547,2007
"Theo Ratliff",17543641,2007
"Rasheed Wallace",17518579,2007
"Raef LaFrentz",17341194,2007
"Carlos Boozer",16932847,2007
"Richard Jefferson",16841896,2007
"Gilbert Arenas",16686710,2007
"Derek Anderson",16607157,2007
"Predrag Stojakovic",16240400,2007
"Steve Nash",15789277,2007
"Jason Richardson",15037406,2007
"Erick Dampier",14478016,2007
"Brad Miller",14473504,2007
"Samuel Dalembert",14231864,2007
"Tony Parker",14210350,2007
"Zydrunas Ilgauskas",14199368,2007
"Rashard Lewis",14060952,2007
"Jerry Stackhouse",13980088,2007
"Richard Hamilton",13815618,2007
"Tyson Chandler",13759227,2007
"Marcus Camby",13232918,2007
"Andre Miller",13132668,2007
"Bobby Simmons",12992320,2007
"Maurice Taylor",12880919,2007
"PJ Brown",12872020,2007
"Jamaal Magloire",12681548,2007
"Kwame Brown",12462251,2007
"Troy Murphy",12459565,2007
"Manu Ginobili",12412440,2007
"Jason Williams",12405861,2007
"Mehmet Okur",12405861,2007
"Eddy Curry",12287220,2007
"Adonal Foyle",12217893,2007
"Cuttino Mobley",12217893,2007
"Jason Terry",12180300,2007
"Aaron McKie",12136501,2007
"Desmond Mason",12085620,2007
"Nenê",12029926,2007
"Tayshaun Prince",11806229,2007
"Kurt Thomas",11761481,2007
"Darius Miles",11653990,2007
"Calvin Booth",11471824,2007
"Al Harrington",11466023,2007
"Mike Miller",11464238,2007
"Antoine Walker",11438685,2007
"Metta World Peace",11317628,2007
"Quentin Richardson",11316401,2007
"Malik Rose",11316246,2007
"Mike Dunleavy",11184847,2007
"Caron Butler",11184823,2007
"Austin Croshere",10977307,2007
"Mark Blount",10959510,2007
"Radoslav Nesterovic",10947232,2007
"Shandon Anderson",10894189,2007
"Jamal Crawford",10826933,2007
"Kenny Thomas",10808136,2007
"Jerome Williams",10547839,2007
"Corey Maggette",10526185,2007
"Speedy Claxton",10307460,2007
"Sam Cassell",10300624,2007
"Ruben Patterson",10235963,2007
"Joe Smith",10235963,2007
