"player","salary","season"
"Trenton Hassell",6065508,2009
"Jorge Garbajosa",6065508,2009
"Michael Beasley",6016649,2009
"Marcus Banks",5940014,2009
"Steve Blake",5926071,2009
"Darius Songaila",5905155,2009
"Kurt Thomas",5856352,2009
"Adam Morrison",5799462,2009
"Raymond Felton",5784843,2009
"Al Horford",5614736,2009
"Greg Buckner",5591429,2009
"James Jones",5591422,2009
"Zaza Pachulia",5577478,2009
"Kwame Brown",5577478,2009
"Travis Outlaw",5577478,2009
"Bruce Bowen",5577478,2009
"Antonio McDyess",5508344,2009
"OJ Mayo",5403238,2009
"Steven Hunter",5385892,2009
"Delonte West",5368323,2009
"Martell Webster",5258353,2009
"Tyrus Thomas",5228718,2009
"Daniel Gibson",5159167,2009
"CJ Miles",5159167,2009
"Amir Johnson",5112689,2009
"Ryan Gomes",5089449,2009
"Mike Conley",5062231,2009
"Rasual Butler",5061561,2009
"DeShawn Stevenson",5042141,2009
"Fabricio Oberto",5019730,2009
"Robert Swift",4990631,2009
"Brian Cook",4880293,2009
"Roger Mason",4880293,2009
"Russell Westbrook",4871481,2009
"Charlie Villanueva",4807856,2009
"Shelden Williams",4734944,2009
"Willie Green",4724124,2009
"Charlie Bell",4677385,2009
"Keyon Dooling",4601419,2009
"Jeff Green",4584185,2009
"Eduardo Najera",4531701,2009
"Chucky Atkins",4517757,2009
"Brian Scalabrine",4471599,2009
"Kris Humphries",4461982,2009
"Channing Frye",4411463,2009
"Kevin Love",4411339,2009
"Luis Scola",4323476,2009
"Trevor Ariza",4322545,2009
"Damien Wilkins",4322545,2009
"Marc Gasol",4313249,2009
"Brandon Roy",4300570,2009
"Carl Landry",4183109,2009
"Matt Bonner",4164982,2009
"Yi Jianlian",4163699,2009
"Ike Diogu",4061552,2009
"Kelenna Azubuike",4043672,2009
"Danilo Gallinari",4006749,2009
"Didier Ilunga-Mbenga",3977576,2009
"Randy Foye",3925931,2009
"Andrew Bynum",3861427,2009
"Andray Blatche",3820111,2009
"Corey Brewer",3800940,2009
"Sean May",3710455,2009
"Eddie House",3695079,2009
"Mark Madsen",3667192,2009
"Eric Gordon",3657710,2009
"Rashad McCants",3653424,2009
"Dorell Wright",3643257,2009
"Rudy Gay",3596637,2009
"Keith Bogans",3576558,2009
"Jackie Butler",3558431,2009
"Maurice Evans",3485924,2009
"Tony Allen",3485924,2009
"Chris Mihm",3485924,2009
"Craig Smith",3485924,2009
"Michael Finley",3485924,2009
"Brandan Wright",3482187,2009
"Jason Hart",3463614,2009
"Joey Graham",3415067,2009
"Joe Alexander",3350837,2009
"Danny Granger",3248609,2009
"Damon Stoudamire",3241909,2009
"Ricky Davis",3207050,2009
"Sebastian Telfair",3207050,2009
"Joakim Noah",3200747,2009
"Maceo Baston",3169207,2009
"Saer Sene",3140678,2009
"Tyronn Lue",3137331,2009
"DJ Augustin",3080106,2009
"Spencer Hawes",3040785,2009
"JJ Redick",2983560,2009
"Hakim Warrick",2954811,2009
"Brook Lopez",2926168,2009
"Jarron Collins",2892343,2009
"Acie Law",2888687,2009
"Hilton Armstrong",2834474,2009
"Nate Robinson",2816876,2009
"Jarrett Jack",2792396,2009
"Walter Herrmann",2788739,2009
"Eddie Jones",2788739,2009
"Brevin Knight",2788739,2009
"Jerryd Bayless",2779759,2009
"Francisco Garcia",2765668,2009
"Grant Hill",2755832,2009
"Thaddeus Young",2744286,2009
"Luther Head",2736280,2009
"Johan Petro",2704927,2009
"Thabo Sefolosha",2692750,2009
"Jarvis Hayes",2663246,2009
"Brent Barry",2663246,2009
"Anthony Johnson",2663246,2009
"Jason Thompson",2640713,2009
"Jason Maxiell",2618029,2009
"Julian Wright",2606913,2009
"Ronnie Brewer",2558222,2009
"Linas Kleiza",2544017,2009
"Antoine Wright",2509865,2009
"Brandon Rush",2508694,2009
"David Lee",2493178,2009
"Al Thornton",2476735,2009
"Chuck Hayes",2465245,2009
"Cedric Simmons",2430051,2009
"Adrian Griffin",2385766,2009
"Anthony Randolph",2383368,2009
"Francisco Elson",2370428,2009
"Goran Dragic",2370428,2009
"Rodney Stuckey",2352747,2009
"Smush Parker",2314653,2009
"Rodney Carney",2308741,2009
"Robin Lopez",2264065,2009
"Travis Diener",2258878,2009
"Nick Young",2235118,2009
"Devean George",2230991,2009
"Justin Reed",2193343,2009
"Shawne Williams",2193287,2009
"Hamed Haddadi",2192257,2009
"Marreese Speights",2150954,2009
"Sean Williams",2123513,2009
"Ronald Murray",2091554,2009
"Jose Juan Barea",2091554,2009
"Patrick O'Bryant",2091554,2009
"Roy Hibbert",2043309,2009
"Marco Belinelli",2017262,2009
"Oleksiy Pecherov",2017262,2009
"Quincy Douby",1989821,2009
"JaVale McGee",1941297,2009
"Javaris Crittenton",1926405,2009
"Renaldo Balkman",1910174,2009
"JJ Hickson",1853786,2009
"Jason Smith",1849436,2009
"Calvin Booth",1840081,2009
"Rajon Rondo",1833707,2009
"Malik Allen",1812680,2009
"Alexis Ajinca",1779661,2009
"Daequan Cook",1775311,2009
"Marcus Williams",1760419,2009
"Lorenzen Wright",1760077,2009
"Brian Skinner",1760077,2009
"Jason Williams",1760077,2009
"Kevin Ollie",1760077,2009
"Theo Ratliff",1760077,2009
"Sam Cassell",1760077,2009
"Jacque Vaughn",1760077,2009
"Roko Ukic",1742962,2009
"Ryan Anderson",1708381,2009
"Jared Dudley",1704365,2009
"Josh Boone",1690143,2009
"Ronnie Price",1656511,2009
"Courtney Lee",1640113,2009
"Wilson Chandler",1636264,2009
"Kyle Lowry",1622377,2009
"Anthony Carter",1600085,2009
"Lindsey Hunter",1594424,2009
"Jamaal Magloire",1592144,2009
"Ryan Bowen",1592144,2009
"Sean Marks",1592144,2009
"Michael Ruffin",1592144,2009
"Kosta Koufos",1574689,2009
"Rudy Fernandez",1511608,2009
"Morris Almond",1507927,2009
"Jordan Farmar",1505919,2009
"Ime Udoka",1505919,2009
"Sergio Rodriguez",1462414,2009
"Aaron Brooks",1457897,2009
"Maurice Ager",1453546,2009
"Nicolas Batum",1451036,2009
"Mardy Collins",1442837,2009
"Arron Afflalo",1415898,2009
"Ian Mahinmi",1407197,2009
"George Hill",1403014,2009
"Alando Tucker",1396991,2009
"Chris Andersen",1392135,2009
"Mike Wilks",1392135,2009
"Devin Brown",1392135,2009
"Melvin Ely",1392135,2009
"Juan Dixon",1392135,2009
"Darrell Arthur",1362522,2009
"Ryan Hollins",1356137,2009
"Chris Quinn",1356137,2009
"Donte Greene",1354156,2009
"DJ White",1344283,2009
"JR Giddens",1334579,2009
"Keith McLeod",1292131,2009
"Dahntay Jones",1292131,2009
"Kareem Rush",1292131,2009
"Matt Barnes",1292131,2009
"Yakhouba Diawara",1220073,2009
"Gerald Green",1192126,2009
"Josh Powell",1192126,2009
"Quinton Ross",1192126,2009
"Royal Ivey",1192126,2009
"Brandon Bass",1152124,2009
"James Singleton",1152124,2009
"Von Wafer",1152124,2009
"Stephen Graham",1152124,2009
"Shavlik Randolph",1152124,2009
"Jake Voskuhl",1151962,2009
"Joey Dorsey",1138502,2009
"Kyrylo Fesenko",1129439,2009
"Kyle Weaver",1124492,2009
"Randolph Morris",1112122,2009
"Solomon Jones",1112122,2009
"Leon Powe",1112122,2009
"Anthony Roberson",1112122,2009
"Tarence Kinsey",1112122,2009
"Steve Novak",1112122,2009
"Cheikh Samb",1112122,2009
"Shannon Brown",1112122,2009
"Juaquin Hawkins",1112122,2009
"Paul Millsap",1112122,2009
"Dikembe Mutombo",1107814,2009
"Jeremy Richardson",1072871,2009
"Luc Mbah a Moute",1055537,2009
"Ramon Sessions",1007455,2009
"Mario West",992117,2009
"Thomas Gardner",992117,2009
"Gabe Pruitt",992117,2009
"Glen Davis",992117,2009
"Aaron Gray",992117,2009
"Will Bynum",992117,2009
"CJ Watson",992117,2009
"Josh McRoberts",992117,2009
"Alex Acker",992117,2009
"Jamario Moon",992117,2009
"Joel Anthony",992117,2009
"Marcin Gortat",992117,2009
"Willie Solomon",992117,2009
"Dominic McGuire",992117,2009
"Mario Chalmers",976058,2009
"Fred Jones",868038,2009
"Austin Croshere",838623,2009
"DeAndre Jordan",766903,2009
"Henry Walker",755907,2009
"Mike Taylor",697184,2009
"Darnell Jackson",627466,2009
"Chris Douglas-Roberts",616884,2009
"Othello Hunter",616470,2009
"Sean Singletary",616470,2009
"Sonny Weems",616470,2009
"Walter Sharpe",616470,2009
"Anthony Morrow",616470,2009
"Sun Yue",616470,2009
"Bobby Brown",616470,2009
"Nathan Jawai",616470,2009
"Rob Kurz",598339,2009
"Jermareo Davidson",589434,2009
"Eddie Gill",540475,2009
"Shaun Livingston",515916,2009
"Malik Hairston",489550,2009
"Paul Davis",457933,2009
"Hassan Adams",414355,2009
"Jawad Williams",340871,2009
"Dee Brown",332649,2009
"Anthony Tolliver",297355,2009
"Cartier Martin",279225,2009
"Trey Johnson",261106,2009
"Courtney Sims",257467,2009
"DeMarcus Nelson",253840,2009
"Steven Hill",206698,2009
"Blake Ahearn",175079,2009
"Linton Johnson",174817,2009
"Andre Brown",150463,2009
"Demetris Nichols",122555,2009
"Desmon Farmer",116719,2009
"Richard Hendrix",79778,2009
"Dwayne Jones",65273,2009
"Tracy McGrady",32873572,2010
"Kobe Bryant",32583325,2010
"Jermaine O'Neal",32557332,2010
"Tim Duncan",31379321,2010
"Shaquille O'Neal",28291043,2010
"Dirk Nowitzki",28002070,2010
"Paul Pierce",28002067,2010
"Rashard Lewis",26701086,2010
"Ray Allen",26560847,2010
"Michael Redd",24103968,2010
"Pau Gasol",23272212,2010
"Andrei Kirilenko",23272212,2010
"Kevin Garnett",23198655,2010
"Yao Ming",23167995,2010
"Amare Stoudemire",23167995,2010
"Vince Carter",23057200,2010
"Gilbert Arenas",22904541,2010
"Zach Randolph",22632834,2010
"LeBron James",22321508,2010
"Carmelo Anthony",22321508,2010
"Dwyane Wade",22321508,2010
"Chris Bosh",22321508,2010
"Kenyon Martin",21732664,2010
"Dwight Howard",21504856,2010
"Joe Johnson",21185399,2010
"Elton Brand",21018082,2010
"Richard Jefferson",20086640,2010
"Larry Hughes",19316088,2010
"Chris Paul",19125452,2010
"Carlos Boozer",19125452,2010
"Predrag Stojakovic",18943682,2010
"Jason Richardson",18860695,2010
"Steve Nash",18565997,2010
"Tony Parker",17823357,2010
"Andrew Bynum",17720092,2010
"Deron Williams",17432799,2010
"Brad Miller",17328264,2010
"Andre Iguodala",17257536,2010
"Baron Davis",17186808,2010
"Erick Dampier",17138006,2010
"Chauncey Billups",17116081,2010
"Samuel Dalembert",17010971,2010
"Al Jefferson",16974625,2010
"Tyson Chandler",16762443,2010
"Antawn Jamison",16466936,2010
"Richard Hamilton",16444168,2010
"Zydrunas Ilgauskas",16325451,2010
"Troy Murphy",15627433,2010
"Monta Ellis",15560073,2010
"Josh Howard",15404473,2010
"Josh Smith",15277163,2010
"Manu Ginobili",15175499,2010
"Bobby Simmons",14937670,2010
"Emeka Okafor",14907876,2010
"Nenê",14881088,2010
"Eddy Curry",14853396,2010
"Chris Kaman",14711342,2010
"Luol Deng",14669507,2010
"Tayshaun Prince",14604374,2010
"Kevin Martin",14400381,2010
"Al Harrington",14183537,2010
"Ben Gordon",14145521,2010
"Andrew Bogut",14145521,2010
"Danny Granger",14047210,2010
"Jason Terry",13951020,2010
"Mike Dunleavy",13835723,2010
"Caron Butler",13835692,2010
"Mike Miller",13791883,2010
"Kirk Hinrich",13438245,2010
"Cuttino Mobley",13438245,2010
"Earl Watson",13296790,2010
"Jamal Crawford",13240208,2010
"Quentin Richardson",13229457,2010
"Gerald Wallace",12837060,2010
"David West",12837060,2010
"Boris Diaw",12730969,2010
"Andris Biedrins",12730969,2010
"Darius Miles",12730969,2010
"Hidayet Turkoglu",12730969,2010
"Mehmet Okur",12730969,2010
"Corey Maggette",12643169,2010
"Maurice Williams",12532932,2010
"Kenny Thomas",12412695,2010
"TJ Ford",12023693,2010
"Devin Harris",11882238,2010
"Jose Calderon",11626216,2010
"Jason Kidd",11316417,2010
"Mark Blount",11263371,2010
"Tim Thomas",10995391,2010
"Paul Millsap",10882053,2010
"Stephen Jackson",10821324,2010
"Marcus Camby",10821324,2010
"Marvin Williams",10609141,2010
"Antonio McDyess",10609140,2010
"Lamar Odom",10609141,2010
"Darko Milicic",10609141,2010
"Andres Nocioni",10609141,2010
"Etan Thomas",10396958,2010
"Marko Jaric",10043320,2010
"Udonis Haslem",10043320,2010
"David Lee",9901865,2010
"Shane Battier",9709768,2010
"Joel Przybilla",9700609,2010
"Brian Cardinal",9548227,2010
"Dan Gadzuric",9547180,2010
"Andre Miller",9521067,2010
"Shawn Marion",9385649,2010
"Jerome James",9336044,2010
"Leandro Barbosa",9336044,2010
"Shareef Abdur-Rahim",9336044,2010
"Andrea Bargnani",9233476,2010
"Charlie Villanueva",9194589,2010
"Luke Ridnour",9194589,2010
"Matt Harpring",9194589,2010
"Nazr Mohammed",9147343,2010
"Vladimir Radmanovic",9147343,2010
"Jared Jeffries",9147343,2010
"Mike James",9147343,2010
"Anderson Varejao",8911678,2010
"Tony Battie",8900362,2010
"Nick Collison",8840951,2010
"Mike Bibby",8795143,2010
"Morris Peterson",8788556,2010
"Jason Kapono",8788556,2010
"Jamaal Tinsley",8756502,2010
"Jameer Nelson",8683777,2010
"Jeff Foster",8596940,2010
"DeSagana Diop",8532295,2010
"James Posey",8532295,2010
"Chris Duhon",8532295,2010
"Beno Udrih",8532295,2010
"Brendan Haywood",8487312,2010
"Antonio Daniels",8294339,2010
"Rasheed Wallace",8280788,2010
"Trevor Ariza",8280788,2010
"Metta World Peace",8280788,2010
"Marcin Gortat",8280788,2010
"LaMarcus Aldridge",8267812,2010
"Francisco Garcia",8204402,2010
"JR Smith",7791955,2010
"Raymond Felton",7781728,2010
"John Salmons",7717796,2010
"Nenad Krstic",7638581,2010
"Greg Oden",7583753,2010
"Mickael Pietrus",7497126,2010
"Adam Morrison",7436624,2010
"Raja Bell",7426398,2010
"Speedy Claxton",7369044,2010
"Derrick Rose",7333717,2010
"Kyle Korver",7292179,2010
"Rafer Alston",7147919,2010
"Derek Fisher",7140659,2010
"Jason Maxiell",7072760,2010
"Sasha Vujacic",7072760,2010
"Blake Griffin",7049392,2010
"Louis Williams",7033860,2010
"Reggie Evans",7016178,2010
"Steve Blake",6973742,2010
"Luke Walton",6846432,2010
"Kevin Durant",6785436,2010
"Zaza Pachulia",6719122,2010
"Tyrus Thomas",6710066,2010
"Matt Carroll",6648395,2010
"Michael Beasley",6561541,2010
"Marcus Banks",6441577,2010
"Darius Songaila",6402263,2010
"Drew Gooden",6365484,2010
"Jarrett Jack",6365484,2010
"Hasheem Thabeet",6307261,2010
"Trenton Hassell",6153301,2010
"Martell Webster",6144814,2010
"James Jones",6110865,2010
"Al Horford",6093381,2010
"Delonte West",6017858,2010
"Kendrick Perkins",6011846,2010
"OJ Mayo",5892401,2010
"Ronny Turiaf",5856245,2010
"Kwame Brown",5799663,2010
"Daniel Gibson",5783396,2010
"James Harden",5734820,2010
"Nate Robinson",5658208,2010
"Travis Outlaw",5658208,2010
"Brandon Bass",5658208,2010
"Rasual Butler",5580408,2010
"Brandon Roy",5532053,2010
"Fabricio Oberto",5516752,2010
"DeShawn Stevenson",5498262,2010
"Mike Conley",5493837,2010
"Ryan Gomes",5470780,2010
"Kurt Thomas",5375298,2010
"Roger Mason",5347007,2010
"Russell Westbrook",5312548,2010
"CJ Miles",5233843,2010
"Steven Hunter",5228184,2010
"Willie Green",5208381,2010
"Ramon Sessions",5192349,2010
"Amir Johnson",5186690,2010
"Chris Andersen",5163115,2010
"Tyreke Evans",5106646,2010
"Charlie Bell",5086729,2010
"Randy Foye",5058100,2010
"Keyon Dooling",5041463,2010
"Jeff Green",4974923,2010
"Brian Cook",4950932,2010
"Carlos Delfino",4950932,2010
"Brian Scalabrine",4828988,2010
"Kevin Love",4810948,2010
"Luis Scola",4774962,2010
"Damien Wilkins",4668022,2010
"Rudy Gay",4641141,2010
"Matt Bonner",4583686,2010
"Marc Gasol",4583149,2010
"Kris Humphries",4526566,2010
"Yi Jianlian",4518645,2010
"Kelenna Azubuike",4430377,2010
"Eduardo Najera",4385111,2010
"Danilo Gallinari",4369608,2010
"Glen Davis",4243656,2010
"Hakim Warrick",4243656,2010
"Chris Wilcox",4243656,2010
"Grant Hill",4243656,2010
"Carl Landry",4243656,2010
"Andray Blatche",4243656,2010
"Jonny Flynn",4200201,2010
"Corey Brewer",4125003,2010
"Eddie House",4048448,2010
"Mark Madsen",4017328,2010
"JJ Redick",4016490,2010
"Eric Gordon",3988867,2010
"Hilton Armstrong",3962440,2010
"Thabo Sefolosha",3903637,2010
"Jamario Moon",3890018,2010
"Dorell Wright",3890018,2010
"Aleksandar Pavlovic",3890018,2010
"Ronnie Brewer",3843565,2010
"Stephen Curry",3834228,2010
"Brandan Wright",3778891,2010
"Jerry Stackhouse",3774870,2010
"Anthony Parker",3740401,2010
"Joe Alexander",3654297,2010
"Mikki Moore",3590065,2010
"Maurice Evans",3536380,2010
"Tony Allen",3536380,2010
"Sebastian Telfair",3536380,2010
"Dahntay Jones",3536380,2010
"Craig Smith",3536380,2010
"Michael Finley",3536380,2010
"Ricky Davis",3513747,2010
"Jordan Hill",3512729,2010
"Joakim Noah",3473687,2010
"Shawne Williams",3417652,2010
"DJ Augustin",3374385,2010
"Spencer Hawes",3299867,2010
"David Andersen",3253469,2010
"DeMar DeRozan",3228913,2010
"Brook Lopez",3148623,2010
"Acie Law",3134873,2010
"Ryan Hollins",3088438,2010
"Brandon Jennings",3067484,2010
"Anthony Johnson",3055432,2010
"Jerryd Bayless",3031498,2010
"Renaldo Balkman",2988124,2010
"Chuck Hayes",2987180,2010
"Antoine Wright",2985483,2010
"Thaddeus Young",2978198,2010
"Ersan Ilyasova",2970559,2010
"Rajon Rondo",2963376,2010
"Chucky Atkins",2923107,2010
"Jarvis Hayes",2917938,2010
"Brent Barry",2917938,2010
"Terrence Williams",2914034,2010
"Josh Boone",2909688,2010
"Jason Thompson",2879915,2010
"Kyle Lowry",2878609,2010
"Julian Wright",2829160,2010
"Jannero Pargo",2829104,2010
"Shannon Brown",2829104,2010
"Bruce Bowen",2829104,2010
"Channing Frye",2829104,2010
"Marquis Daniels",2814958,2010
"Ronald Murray",2814958,2010
"Radoslav Nesterovic",2814958,2010
"Gerald Henderson",2768391,2010
"Jordan Farmar",2754472,2010
"Brandon Rush",2735970,2010
"Al Thornton",2687932,2010
"Sergio Rodriguez",2676382,2010
"Mardy Collins",2642018,2010
"Tyler Hansbrough",2629878,2010
"Anthony Randolph",2599324,2010
"Goran Dragic",2597117,2010
"Rodney Stuckey",2553323,2010
"Earl Clark",2498495,2010
"Robin Lopez",2469129,2010
"Travis Diener",2461320,2010
"Nick Young",2425674,2010
"Francisco Elson",2404738,2010
"Austin Daye",2373392,2010
"Marreese Speights",2345723,2010
"Jose Juan Barea",2344620,2010
"Sean Williams",2304475,2010
"Hamed Haddadi",2302578,2010
"Solomon Jones",2291574,2010
"Patrick O'Bryant",2291574,2010
"Devean George",2263283,2010
"Matt Barnes",2263283,2010
"James Johnson",2254909,2010
"Roy Hibbert",2228428,2010
"Oleksiy Pecherov",2189217,2010
"Marco Belinelli",2189217,2010
"Jrue Holiday",2142028,2010
"JaVale McGee",2117075,2010
"Javaris Crittenton",2090594,2010
"Ty Lawson",2035102,2010
"JJ Hickson",2021677,2010
"Jason Smith",2007079,2010
"Jeff Teague",1943424,2010
"Alexis Ajinca",1940878,2010
"Daequan Cook",1926789,2010
"Eric Maynor",1865681,2010
"Ryan Anderson",1863134,2010
"Jared Dudley",1849724,2010
"Joe Smith",1848048,2010
"Theo Ratliff",1848048,2010
"Lindsey Hunter",1848048,2010
"Anthony Carter",1848048,2010
"Brian Skinner",1848048,2010
"Kevin Ollie",1848048,2010
"Adonal Foyle",1848048,2010
"Jason Williams",1848048,2010
"Juwan Howard",1848048,2010
"Ben Wallace",1848034,2010
"Malik Allen",1838917,2010
"Darren Collison",1790992,2010
"Courtney Lee",1788616,2010
"Wilson Chandler",1775885,2010
"Ronnie Price",1768190,2010
"Jamaal Magloire",1738802,2010
"Kosta Koufos",1717322,2010
"Allen Iverson",1684985,2010
"Earl Boykins",1684986,2010
"Sean Marks",1680043,2010
"Jason Collins",1671721,2010
"Jarron Collins",1671721,2010
"Omri Casspi",1650782,2010
"Rudy Fernandez",1648405,2010
"Serge Ibaka",1584581,2010
"BJ Mullens",1584581,2010
"Nicolas Batum",1582544,2010
"Aaron Brooks",1582204,2010
"Carlos Arroyo",1566718,2010
"Primoz Brezec",1566718,2010
"Devin Brown",1556007,2010
"Arron Afflalo",1536543,2010
"George Hill",1530092,2010
"Ian Mahinmi",1527207,2010
"Rodrigue Beaubois",1521265,2010
"Alando Tucker",1516003,2010
"Chris Quinn",1492352,2010
"Darrell Arthur",1485958,2010
"Royal Ivey",1485279,2010
"Donte Greene",1476792,2010
"Taj Gibson",1470851,2010
"DJ White",1466098,2010
"Keith Bogans",1461716,2010
"Quinton Ross",1461716,2010
"James Singleton",1457256,2010
"JR Giddens",1455404,2010
"DeMarre Carroll",1428245,2010
"Wayne Ellington",1419587,2010
"CJ Watson",1415255,2010
"Aaron Gray",1415255,2010
"Greg Buckner",1414552,2010
"Toney Douglas",1409233,2010
"Josh Powell",1356712,2010
"Didier Ilunga-Mbenga",1356712,2010
"Yakhouba Diawara",1336751,2010
"Stephen Graham",1251710,2010
"Joey Graham",1251710,2010
"Johan Petro",1251710,2010
"Luther Head",1251710,2010
"Ike Diogu",1251710,2010
"Sean May",1251710,2010
"Joey Dorsey",1246220,2010
"Kyle Weaver",1232029,2010
"Kyrylo Fesenko",1230660,2010
"Randolph Morris",1209709,2010
"Leon Powe",1209709,2010
"Steve Novak",1209709,2010
"Marcus Williams",1209709,2010
"Rodney Carney",1209709,2010
"Louis Amundson",1209709,2010
"DeJuan Blair",1202369,2010
"Ime Udoka",1185442,2010
"Shelden Williams",1167708,2010
"Will Bynum",1167708,2010
"Josh McRoberts",1167708,2010
"Joel Anthony",1167708,2010
"Dominic McGuire",1167708,2010
"Marcus Haislip",1167708,2010
"Sam Young",1165873,2010
"Jonathan Bender",1133566,2010
"Mario Chalmers",1094156,2010
"Darnell Jackson",1041704,2010
"Jawad Williams",1041704,2010
"Anthony Morrow",1041704,2010
"DeAndre Jordan",1041704,2010
"Bobby Brown",1041704,2010
"Luc Mbah a Moute",1041704,2010
"Nathan Jawai",1041704,2010
"Henry Walker",1041704,2010
"Malik Hairston",1041704,2010
"Sonny Weems",1041704,2010
"Chris Douglas-Roberts",1041110,2010
"Jermaine Taylor",1025550,2010
"Jodie Meeks",919458,2010
"Chris Hunter",894640,2010
"Kareem Rush",756652,2010
"Jason Hart",737524,2010
"Marcus Thornton",647706,2010
"Marcus Landry",647282,2010
"Derrick Brown",647282,2010
"Danny Green",647282,2010
"Jonas Jerebko",647282,2010
"DaJuan Summers",647282,2010
"Chase Budinger",647282,2010
"AJ Price",647282,2010
"Taylor Griffin",647282,2010
"Dante Cunningham",647282,2010
"Jeff Ayres",647282,2010
"Patrick Mills",647282,2010
"Jon Brockman",647282,2010
"Wesley Matthews",647282,2010
"Mario West",631937,2010
"Anthony Tolliver",582128,2010
"Lester Hudson",555900,2010
"Coby Karl",502469,2010
"Shavlik Randolph",485957,2010
"Pops Mensah-Bonsu",467083,2010
"Othello Hunter",435065,2010
"Roko Ukic",428937,2010
"Shaun Livingston",419690,2010
"Sundiata Gaines",380753,2010
"Ryan Bowen",296478,2010
"Garrett Temple",255105,2010
"Mike Wilks",248831,2010
"Antonio Anderson",197992,2010
"Cartier Martin",122553,2010
"Quincy Douby",120971,2010
"Paul Davis",113854,2010
"Desmond Mason",108708,2010
"Mike Harris",91914,2010
"Cedric Jackson",76151,2010
"Will Conroy",68689,2010
"Chris Richard",61276,2010
"JamesOn Curry",38075,2010
"Kobe Bryant",34723970,2011
"Rashard Lewis",27399423,2011
"Kevin Garnett",26316377,2011
"Tim Duncan",26176396,2011
"Michael Redd",25616473,2011
"Pau Gasol",24948765,2011
"Andrei Kirilenko",24948765,2011
"Gilbert Arenas",24819555,2011
"Yao Ming",24757132,2011
"Zach Randolph",24729928,2011
"Vince Carter",24216666,2011
"Dirk Nowitzki",24186735,2011
"Carmelo Anthony",24005635,2011
"Dwight Howard",23302844,2011
"Kenyon Martin",23160447,2011
"Amare Stoudemire",23078078,2011
"Joe Johnson",22851154,2011
"Elton Brand",22339663,2011
"Predrag Stojakovic",21742254,2011
"Chris Paul",20913335,2011
"Deron Williams",20913333,2011
"LeBron James",20297205,2011
"Chris Bosh",20297205,2011
"Jason Richardson",20219438,2011
"Carlos Boozer",20157225,2011
"Dwyane Wade",19877263,2011
"Paul Pierce",19424175,2011
"Andrew Bynum",19177360,2011
"Rudy Gay",19042628,2011
"Brandon Roy",18926094,2011
"Tony Parker",18897398,2011
"Samuel Dalembert",18796793,2011
"Antawn Jamison",18699892,2011
"Nick Collison",18547446,2011
"Chauncey Billups",18407466,2011
"Baron Davis",18197495,2011
"Al Jefferson",18197495,2011
"Tyson Chandler",17637572,2011
"Richard Hamilton",17497591,2011
"Andre Iguodala",17280971,2011
"Troy Murphy",16753248,2011
"Manu Ginobili",16594133,2011
"Chris Kaman",16517726,2011
"Marcus Camby",16447500,2011
"Josh Smith",16237764,2011
"Eddy Curry",16140606,2011
"Emeka Okafor",16090785,2011
"Nenê",15901811,2011
"Luol Deng",15880813,2011
"LaMarcus Aldridge",15739433,2011
"Tayshaun Prince",15606115,2011
"Kevin Martin",15537868,2011
"Monta Ellis",15397880,2011
"Andrew Bogut",15397880,2011
"Danny Granger",15360368,2011
"Jamal Crawford",15117918,2011
"Ben Gordon",15117918,2011
"David Lee",15117918,2011
"Jason Terry",14907947,2011
"Mike Dunleavy",14784742,2011
"Caron Butler",14784708,2011
"Gerald Wallace",14697976,2011
"Steve Nash",14433326,2011
"Hidayet Turkoglu",14300221,2011
"Ray Allen",13998073,2011
"Mehmet Okur",13921083,2011
"Corey Maggette",13438150,2011
"Maurice Williams",13018207,2011
"Rajon Rondo",12725523,2011
"Kirk Hinrich",12598265,2011
"Boris Diaw",12598265,2011
"Andris Biedrins",12598265,2011
"Jose Calderon",12598265,2011
"Devin Harris",12571669,2011
"Jason Kidd",12053040,2011
"TJ Ford",11898362,2011
"Andrea Bargnani",11898362,2011
"Stephen Jackson",11832921,2011
"Richard Jefferson",11758381,2011
"David West",11600903,2011
"Lamar Odom",11478419,2011
"John Salmons",11198458,2011
"Jameer Nelson",10918497,2011
"Luis Scola",10884030,2011
"Marko Jaric",10673530,2011
"Paul Millsap",10638535,2011
"Raymond Felton",10498554,2011
"Joel Przybilla",10365993,2011
"Shane Battier",10294882,2011
"Shawn Marion",10226292,2011
"Anderson Varejao",10193142,2011
"Andre Miller",10175568,2011
"JJ Redick",10148602,2011
"Dan Gadzuric",10146258,2011
"James Posey",10006942,2011
"Leandro Barbosa",9938631,2011
"Charlie Villanueva",9826647,2011
"Travis Outlaw",9798651,2011
"Brendan Haywood",9658670,2011
"Vladimir Radmanovic",9635993,2011
"Jared Jeffries",9635993,2011
"Nazr Mohammed",9635993,2011
"Andres Nocioni",9588680,2011
"Greg Oden",9463430,2011
"JR Smith",9459689,2011
"Marvin Williams",9396206,2011
"Morris Peterson",9329715,2011
"Jeff Foster",9315717,2011
"Jason Kapono",9296736,2011
"Tyrus Thomas",9254924,2011
"Josh Childress",9098747,2011
"DeSagana Diop",9068791,2011
"Beno Udrih",9068791,2011
"Rasheed Wallace",8850029,2011
"Metta World Peace",8850029,2011
"Trevor Ariza",8850029,2011
"Marcin Gortat",8850029,2011
"Kevin Durant",8473961,2011
"Andray Blatche",8258863,2011
